id,name,description,q_rules,links,labels,url,image_url,notes,stats.average,stats.avgweight,stats.baverage,stats.description,stats.maxplayers,stats.maxplaytime,stats.minplayers,stats.minplaytime,stats.numcomments,stats.numfans,stats.numgeeklists,stats.numhasparts,stats.numowned,stats.numplays,stats.numplays_month,stats.numpreordered,stats.numprevowned,stats.numtrading,stats.numwanting,stats.numwantparts,stats.numwanttobuy,stats.numwanttoplay,stats.numweights,stats.numwish,stats.numwishlistcomments,stats.playmonth,stats.short_description,stats.stddev,stats.usersrated,stats.views,stats.yearpublished
souvenirs-from-venice,Souvenirs from Venice,Sail Venice to collect or swipe sets of souvenirs.,,[],"['Oink Games', 'Roll & Move', 'Set Collection', 'Small Box', 'Strategy']",https://boardgamegeek.com/boardgame/427865/souvenirs-from-venice,https://cf.geekdo-images.com/SkcCRMs_-JYVQP8yfCIJLA__opengraph/img/jpwFwZjX-b0qldnmlos45aUXwOM=/0x41:364x232/fit-in/1200x630/filters:strip_icc()/pic8393377.png,,6.18048,1.2,5.54587,"<p>Try to get the right goods in <em><strong>Souvenirs from Venice</strong></em>.</p>

<p>To set up, lay out the tiles face down in a grid on the table. Each player has a small gondola that will sail between the rows of tiles.</p>

<p>On a turn, roll the die, move your gondola, then see what you want to purchase. Souvenirs come in six types, with 5-10 copies of each type, and to score points, you need to collect three of the same type. Find the &quot;Pigeon Feed Seller&quot;, and you must trade one of your souvenirs with a neighbor.</p>

<p>Tiles get easier to collect as more are turned up, but you must return to the airport before everything gets flipped over, or else you've missed your plane and lost the game!</p>

",5,30,2,30,38,18,39,0,586,649,20,4,16,10,10,0,26,99,5,107,8,2025-06,Sail Venice to collect—or swipe—sets of souvenirs.,1.40635,187,22559,2024
speed-tangram,Speed Tangram,Tangram for competition,,[],[],https://boardgamegeek.com/boardgame/343676/speed-tangram,https://cf.geekdo-images.com/pp5zTjuBUpzVZeK1GLEiPQ__opengraph/img/M9eAEEbBiS9MrgYtUawevwkN7zE=/0x0:1692x888/fit-in/1200x630/filters:strip_icc()/pic6308431.jpg,,6,0,0,Each player receives the same complete set of colorful tangram pieces. 30 playing cards contain laying tasks,4,15,2,15,3,0,3,0,16,5,0,0,1,1,0,0,0,0,0,1,0,2025-11,Tangram for competition,0.57735,6,2851,0
splendor-duel,Splendor Duel,Renaissance merchants go head to head to please nobility.,https://drive.google.com/drive/folders/1_5Jha-V7Cs4TuDtUHJ57Kk6d9YRFZopj?usp=drive_link,[],['Two Player'],https://boardgamegeek.com/boardgame/364073/splendor-duel,https://cf.geekdo-images.com/V1PyFDPNFY4bJFgreLPxmQ__opengraph/img/6yQfRl3p5rnHMHVNLt7AB_OTGyQ=/0x0:1533x827/fit-in/1200x630/filters:fill(blur):strip_icc()/pic6929347.jpg,,7.95069,1.9709,7.4716,"<p>Confront your rival guild in a race for victory. Take Gem and Pearl tokens from the common board, then purchase cards, gather bonuses, royal favors, and prestige.</p>

<p>Discover new twists and strategic opportunities derived from Splendor, the original best-selling game. Acquire cards with impressive powers, take advantage of special Privileges, and fight over scarce access to Pearls.</p>

<p><em><strong>Splendor Duel</strong></em> is a two-player only standalone game based on <em>Splendor</em> that retains some of the main gameplay mechanisms of that design, while being a bit more complex, dynamic, interactive, rich, tense, and mean.</p>

<p>The game features a main board shared by both opponents, card powers, and three victory conditions.</p>

",2,30,2,30,1247,625,654,4,20453,52710,1029,,418,65,354,5,,,206,3156,295,2024-04,Renaissance merchants go head to head to please nobility.,1.09092,9755,428094,2022
startups,Startups,Invest in startups but beware - you only make money by controlling popular companies!,https://drive.google.com/drive/folders/1qtREbjTuflZ2JvcAajZ2lkVP7aBOV8AV?usp=drive_link,[],"['Oink Games', 'Small Box', 'Card Game', 'Economic', 'Bluffing', 'Hand Management', 'Set Collection', 'Startups', 'Party Game']",https://boardgamegeek.com/boardgame/223770/startups,https://cf.geekdo-images.com/Y23LsS9HxPgO0XT5RvtwTA__opengraph/img/cUtFyPXhOvfxthMH6U8ZFxVBdhY=/0x705:570x1004/fit-in/1200x630/filters:strip_icc()/pic3678411.png,,7.19887,1.589,6.61769,"<p><em>Description from the publisher:</em></p>

<p>There are six companies that will change the world as we know it! You can be part of their success and be an investor. Try to become rich by making the right decisions!</p>

<p>Only the biggest investor can get money out of each company. You must try to read the next steps of your rivals and use your capital and your three hidden cards to win against them and become the biggest shareholder!</p>

<p>You have to be lucky in this game but you must also think about your moves and analyze your rivals! You can play this card game with only a few players but also with many!</p>

",7,20,3,20,699,175,451,2,7468,20023,9,,385,69,264,0,,,73,1697,183,2024-03,Invest in startups but beware - you only make money by controlling popular companies!,1.20304,4073,234706,2017
take-5,6 Nimmt (eng. Take 5),"Choose sequential cards for rows simultaneously, but avoid adding the 6th card!",,[],"['Wolfgang Kramer', 'Abstract', 'Card Game', 'Family Game', 'Party Game', 'Strategy Game', '6 Nimmt!', '80s and 90s Classics']",https://boardgamegeek.com/boardgame/432/take-5,https://cf.geekdo-images.com/WuOY1XAIJQ-RGAmT_apW_w__opengraph/img/cfooPvVtueBuHDeIwB1523udWas=/0x27:497x521/fit-in/1200x630/filters:fill(blur):strip_icc()/pic8632998.jpg,,6.97636,1.1911,6.84971,"<p>In <em><strong>6 nimmt!</strong></em>, a.k.a. <em>Category 5</em> and many other names, you want to score as few points as possible.</p>

<p>To play the game, you shuffle the 104 number cards, lay out four cards face-up to start the four rows, then deal ten cards to each player. Each turn, players simultaneously choose and reveal a card from their hand, then add the cards to the rows, with cards being placed in ascending order based on their number; specifically, each card is placed in the row that ends with the highest number that's below the card's number. When the sixth card is placed in a row, the owner of that card claims the other five cards and the sixth card becomes the first card in its row.</p>

<p>In addition to a number from 1 to 104, each card has a point value. After finishing ten rounds, players tally their score and see whether the game ends. (<em>Category 5</em> ends when a player has a score greater than 74, for example, while <em>6 nimmt!</em> ends when someone tops 66.) When this happens, the player with the fewest points wins!</p>

<p><em>6 nimmt!</em> works with 2-10 players, and the dynamics of gameplay change the more players that you have. One variant for the game has you use 34 cards, 44 cards, 54 cards, etc. (instead of all 104 cards) when you have three, four, five, etc. players. This change allows you to know which cards are in play, thereby allowing you to track which cards have been played and (theoretically) make better choices as to which card to play when.</p>

",10,45,2,45,6113,702,4174,24,46852,288769,826,85,2307,361,263,16,636,1141,1753,2198,438,2025-06,"Choose sequential cards for rows simultaneously, but avoid adding the 6th card!",1.27374,31039,1142063,1994
targi,Targi,Outwit your rival by selecting where to place nomad workers on a dynamic desert grid.,https://drive.google.com/drive/folders/16Qu7b8tgsZMr3fsQ_tAtytSiUqcpy9sy?usp=drive_link,[],"['Two Player', 'Desert', 'Strategy', 'Worker Placement']",https://boardgamegeek.com/boardgame/118048/targi,https://cf.geekdo-images.com/wHg4fOf48cs1kw1PDOk1tQ__opengraph/img/V2wxc0ABNfNLwsoxWNAik9wINbQ=/0x0:2383x1251/fit-in/1200x630/filters:strip_icc()/pic3958793.jpg,,7.61614,2.3388,7.42617,"<p>Unlike in other cultures, the desert Tuareg men, known as <em><strong>Targi</strong></em>, cover their faces whereas women of the tribe do not wear veils. They run the household and they have the last word at home in the tents. Different families are divided into tribes, headed by the &lsquo;Imascheren&rsquo; (or nobles). As leader of a Tuareg tribe, players trade goods from near (such as dates and salt) and far (like pepper), in order to obtain gold and other benefits, and enlarge their family. In each round their new offerings are made. Cards are a means to an end, in order to obtain the popular tribe cards.</p>

<p>The board consists of a 5x5 grid: a border of 16 squares with printed action symbols and then 9 blank squares in the centre onto which cards are dealt. Meeples are placed one at a time on the spaces at the edges of the board (not including corner squares). You cannot place a meeple on a square the opponent has a meeple on already, nor on a square facing opponent's meeple. Once all meeples are placed, players then execute the actions on the border squares the meeples are on and also take the cards from the centre that match the row and column of the border meeples.</p>

<p>The game is predominantly scored and won by playing tribal cards to your display. These give advantages during the game and victory points at the end. Usually cards are played (or discarded) immediately once drawn. A single card can be kept in hand but then requires a special action to play it (or to discard it to free the hand spot for another card). Each card has a cost in goods to play. Goods are obtained either from border spaces or from goods cards.</p>

<p>The display (for scoring) consists of 3 rows of 4 cards that are filled from left to right and cannot be moved once placed (barring some special cards). There is also a balance to be found between the victory point score on the cards themselves (1-3 VP per tribal card) and in the combinations per row (a full row of 4 identical card types gets you an additional 4 VP, and a full row of 4 distinct card types gets you 2 VP).</p>

<p>The winner at the end of the game is the player with the most victory points.</p>

",2,60,2,60,3740,872,2921,21,37308,76510,24,,2901,381,856,12,,,667,5964,1054,2024-03,Outwit your rival by selecting where to place nomad workers on a dynamic desert grid.,1.11377,23090,1165751,2012
tarot,Tarot,Take your cards and bid a contract to win at this game of French Tarot.,,[],[],https://boardgamegeek.com/boardgame/4505/tarot,https://cf.geekdo-images.com/DDrDIu8zfnvuvL4-7Ph_UA__opengraph/img/c9Id7ZJehdhPk7WA8qOE1vz1gcU=/0x57:544x343/fit-in/1200x630/filters:strip_icc()/pic8884433.jpg,,6.88386,2.4909,5.87816,"Not to be confused with divinatory tarot, the game of tarot probably comes from Italy. It is played with a 78-card deck that has 56 suited cards (similar to the 52-card Poker deck, with the addition of a Cavalier or Knight court card between the Jack and Queen in each suit), plus 21 suitless trump cards in ascending rank, and one &quot;Fool&quot;, similar to the Joker but with differing origins.</p>

<p>In the most popular tarot game, called French Tarot in most English-speaking countries, one of the players will be the taker who will be playing against all the other players. The takers' goal is to make a certain amount of points in order to fulfill the contract which the taker player bids on at the beginning of the game. The goal of the other players (called the defense) is to stop the taker from achieving their score. The defense plays as a team against the taker.</p>

<p>After receiving their hand, the players will take turns betting on a contract based on whether they think they can achieve the number of points required.",8,30,2,30,347,72,371,4,2084,7059,9,8,72,19,11,1,20,141,55,104,29,2025-11,Take your cards and bid a contract to win at this game of French Tarot.,1.88893,1022,109669,1425
the-bottle-imp,The Bottle Imp,The bottle imp brings riches...if it can be given away before the round ends.,,[],"['Trick-Taking', 'Card Game']",https://boardgamegeek.com/boardgame/619/the-bottle-imp,https://cf.geekdo-images.com/_8ZkzNmVVQDrmJT8es4MBQ__opengraph/img/a2mk1l5_9YEROycCT8S2uUv29zA=/0x0:900x473/fit-in/1200x630/filters:strip_icc()/pic3715687.jpg,,6.7359,1.8664,6.29539,"In this trick-taking game based on the short story by Robert Louis Stevenson of the same name, the goal is to gain the most points over a series of hands (usually the goal is set to 200 pts). Cards are numbered 1-37 and are found in three colors, red (comprising largely the highest numbers), blue (mostly in the middle) and yellow (mostly the lowest numbers) with colors being analogous to the suit in a standard deck.  There is one neutral card, the 19, that sets the &quot;price of the bottle.&quot;</p>

<p>The entire deck is dealt to the three or four players in the game and then, similarly to hearts, cards are exchanged and a card is played to the bottle.  As per the usual elements of a trick taking game, players must follow suit if possible with high card taking the trick (regardless of suit).  The unique feature about this game however is how trump is determined.  Any card of value lower than the current price of the bottle (starting with 19) is considered trump and will win the trick.",4,30,2,30,1385,96,1520,4,6221,12673,44,20,1031,201,149,2,130,454,277,634,131,2025-11,The bottle imp brings riches...if it can be given away before the round ends.,1.38679,4137,322923,1995
the-gang,The Gang,Bet together the order of your hands in Texas Hold'em Poker to win together.,https://drive.google.com/drive/folders/14RpXycCsL5363wB8RHDnlcSDYUJhN9rr?usp=drive_link,[],['Co-op'],https://boardgamegeek.com/boardgame/411567/the-gang,https://cf.geekdo-images.com/ydwU0FMlRVa6wt8tOu1tgg__opengraph/img/k3one5tKbRJ9LBtd7OJM9tINcyo=/0x0:1442x757/fit-in/1200x630/filters:strip_icc()/pic7962719.jpg,,7.58012,1.5814,6.94331,"<p>Round up your gang and get ready to pull off a series of bank heists using the power of poker!</p>

<p>In <em><strong>The Gang</strong></em>, a co-operative version of Texas Hold'em, players bet on how good they think their hand of cards will be relative to the other players, then try to make their predictions a reality.</p>

<p>Early in a round, without talking to each other, each player chooses a chip indicating how good they think their hand is. Then they begin dealing cards into the middle of the table and have a chance to reassess their hands as more cards are revealed. At the end of the round, players see whether they correctly evaluated their hand. If all players did, you get to open one of the bank vaults! If not, you trip the alarm! If you manage to open three vaults before you trip the alarm three times, your gang wins!</p>

<p>&mdash;<em>description from the publisher</em></p>

",6,20,3,20,836,447,615,3,9781,64185,1416,98,237,76,219,2,567,1314,86,1948,203,2025-10,Bet together the order of your hands in Texas Hold'em Poker to win together.,1.32344,5391,319024,2024
the-king-is-dead-second-edition,The King Is Dead: Second Edition,A subtle game of shifting power and control over medieval Britain.,https://drive.google.com/drive/folders/159gtisVmPfEff1HkIZd38MqDf53EJUeE?usp=drive_link,[],[],https://boardgamegeek.com/boardgame/319966/the-king-is-dead-second-edition,https://cf.geekdo-images.com/p8ATnANurMdieJUELqN3IA__opengraph/img/XtowENInYQ9qSPTVIvWM_wfXkkU=/0x77:449x627/fit-in/1200x630/filters:fill(blur):strip_icc()/pic5680120.jpg,,7.60616,2.1617,7.12524,"<p><em>The King is dead. The kingdom is divided. Three factions &mdash; the Scottish, the Welsh, and the English &mdash; vie for control and, across the sea, foreign invaders prepare to take advantage of the chaos. Players must marshal their limited resources to influence this power struggle, while ensuring that the faction that rises to dominate the realm favors them above all other claimants to the throne.</em></p>

<p><em><strong>The King is Dead: Second Edition</strong></em> refreshes the accessible yet strikingly deep game with updated graphic design, gorgeous new artwork, and a brand-new asymmetric game mode for advanced play.</p>

",4,45,2,30,1317,571,901,8,12394,22766,48,59,1623,227,378,0,640,1927,235,2962,328,2025-10,A subtle game of shifting power and control over medieval Britain.,1.1863,8129,729179,2020
the-lord-of-the-rings-the-confrontation,The Lord of the Rings: The Confrontation,Get Frodo to Mordor Stratego-style before shadow overtakes him.,,[],"['Hidden', 'Reiner Knizia', 'Strategy', 'Two Player', 'The Lord of the Rings']",https://boardgamegeek.com/boardgame/18833/the-lord-of-the-rings-the-confrontation,https://cf.geekdo-images.com/xhhweBvqjlGlXKBtzZv_sA__opengraph/img/dmB6dLrtcATnTEc72O7o8d-AsyE=/0x193:1686x1078/fit-in/1200x630/filters:strip_icc()/pic8978865.png,,7.50339,2.1909,6.96804,"<p><strong>The Confrontation</strong> is a board game in which players take control of the forces of Sauron, seeking to find their master&rsquo;s ring, or the forces of the free peoples of Middle Earth seeking to destroy Sauron's ring in the fires of Mount Doom. <em>The Confrontation</em> allows players to control many of the famous characters of Tolkien's famous trilogy, while playing an intense 30-minute game that is a combination of bluffing and strategy. <em>The Confrontation</em> is designed by renowned game designer <a  href=""/boardgamedesigner/2/reiner-knizia""   >Reiner Knizia</a>.</p>

<p><strong>Deluxe Confrontation</strong> gives the game a new and larger gameboard, larger sculpted plastic stands, and completely new artwork and graphic design.  The game includes 18 entirely new characters in addition to the classic characters found in the original. The new characters allow players to play an entirely new game, or mix the new and the old characters for an entirely different game experience.  4 new Special Cards are also included, for additional special actions.</p>

",2,30,2,30,1704,366,1875,3,8202,22207,8,336,1549,182,370,5,402,1044,482,1979,282,2025-10,Get Frodo to Mordor Stratego-style before shadow overtakes him.,1.34614,6683,703069,2005
the-quest-for-el-dorado,The Quest for El Dorado,Race through a dense South American jungle in pursuit of the legendary city of gold.,https://drive.google.com/drive/folders/1AMDCWWLtXcEh0-r4VU4RAF5_DSexDl60?usp=drive_link,[],"['Reiner Knizia', 'Racing', 'Strategy', 'Deck Building', 'Modern Family Boardgames']",https://boardgamegeek.com/boardgame/217372/the-quest-for-el-dorado,https://cf.geekdo-images.com/b5VyYjNfAxJ4Z-Dx2UWlqg__opengraph/img/LFOBRbv1U6v3uIrCsZONqqQpiOc=/0x0:700x368/fit-in/1200x630/filters:strip_icc()/pic7945692.jpg,,7.7035,1.9399,7.51839,"<p>In <em><strong>The Quest for El Dorado</strong></em>, players take the roles of expedition leaders who have embarked on a search for the legendary land of gold in the dense jungles of South America. Each player assembles and equips their own team, hiring various helpers from the scout to the scientist to the aborigine. All of them have one goal in mind: Reaching the golden border first and winning all of the riches for themselves. Whoever chooses the best tactics will be rewarded!</p>

",4,60,2,30,4524,1645,3262,17,47750,114466,547,105,3436,430,1094,19,2259,4760,749,8708,1193,2025-06,Race through a dense South American jungle in pursuit of the legendary city of gold.,1.09611,29410,2182039,2017
through-the-desert,Through the Desert,Carve up the desert in a race to establish your oasis empire.,https://drive.google.com/drive/folders/1ovH0VwWx5qZMIrsDNGBDFnUSfAB_r0Fo?usp=drive_link,[],"['Reiner Knizia', 'Abstract', 'Classic', 'Strategy', '80s and 90s Classics']",https://boardgamegeek.com/boardgame/503/through-the-desert,https://cf.geekdo-images.com/Rq_hJIAO7jDgIpAW943hJA__opengraph/img/9EcSX11251iaQj5qHPFx5FU03YI=/0x277:2043x1350/fit-in/1200x630/filters:strip_icc()/pic7697747.jpg,,7.15704,2.1661,6.93865,"<p>Each player attempts to score the most points by snaking caravan routes through the desert, trying to reach oases and blocking off sections of the desert. Many people feel that it is reminiscent of <a  href=""/boardgame/188/go""   >Go</a>.</p>

<strong>Publisher's Description</strong><br />
From the award-winning game designer Reiner Knizia comes a game of strategy, patience, and cool plastic camels! The desert is still treacherous, mysterious, and without mercy. But for those willing to risk the dangers of the shifting, sun-baked sands, the desert holds riches beyond compare.<br />
 In Through the Desert, two to five players each control a tribe of nomads vying for control of the desert. By establishing caravans and taking over oases, the players gain points as their tribes increase in power.<br />
 <p>Strategy is essential in deciding how and where to build your tribe's caravans. There are multiple ways to gain points and several ways to win. Should you try to build the longest caravan? Or should you dominate the desert's oases? Don't forget to keep an eye on your opponents' caravans, or you may find your own tribe cut off from valuable water holes.</p>

<p><strong>Through the Desert</strong> is part of the so called <a class="""" href=""/wiki/page/Knizia_tile-laying_trilogy#"">Knizia tile-laying trilogy</a>.</p>

",5,45,2,45,4536,438,5245,11,18870,43057,53,130,3198,442,705,15,559,2004,1481,3294,516,2025-06,Carve up the desert in a race to establish your oasis empire.,1.22667,15374,1055442,1998
tigris-and-euphrates,Tigris & Euphrates,Keep your Mesopotamian civilization in perfect balance through revolutions and wars.,https://drive.google.com/drive/folders/1umq9eBUgdbYBjVVekJ7GwFHqkcCRHfJR?usp=drive_link,[],"['Reiner Knizia', 'Classic', 'Strategy', 'Tile Placement', 'Area Control', '80s and 90s Classics']",https://boardgamegeek.com/boardgame/42/tigris-and-euphrates,https://cf.geekdo-images.com/soAzNVWglCdVBacNjoCTJw__opengraph/img/DzKMpjpLFyjkk79GAQ4deApbRpo=/0x0:600x315/fit-in/1200x630/filters:strip_icc()/pic2338267.jpg,,7.70097,3.4954,7.50947,"<p>Regarded by many as <a  href=""/boardgamedesigner/2/reiner-knizia""   >Reiner Knizia</a>'s masterpiece, <em><strong>Tigris &amp; Euphrates</strong></em> is set in the ancient fertile crescent with players building civilizations through tile placement. Players are given four different leaders: farming, trading, religion, and government. The leaders are used to collect victory points in these same categories. However, your score at the end of the game is the number of points in your weakest category, which encourages players not to get overly specialized. Conflict arises when civilizations connect on the board, i.e., external conflicts, with only one leader of each type surviving such a conflict. Leaders can also be replaced within a civilization through internal conflicts.</p>

<p>Starting in the Mayfair edition from 2008, <em>Tigris &amp; Euphrates</em> included a double-sided game board and extra components for playing an advanced version of the game. This &quot;ziggurat expansion&quot;, initially released as a <a rel=""nofollow"" href=""http://www.boardgamegeek.com/boardgameexpansion/43490"" onclick=""window.open(this.href, '_blank'); return false;"">separate item</a> in Germany for those who already owned the base game, is a special monument that extends across five spaces of the board. The monument can be built if a player has a cross of five civilization tokens of the same color by discarding those five tokens and replacing them with the ziggurat markers, placing a ziggurat tower upon the middle tile. The five ziggurat markers cannot be destroyed. All rules regarding monuments apply to the ziggurat monument as well. If your king is inside the kingdom of the ziggurat, you will get one victory point in a color of your choice at the end of your turn.</p>

<p>Some versions of <em>Tigris &amp; Euphrates</em> are listed as being for 2-4 players, while others incorrectly state that they're for 3-4 players. <em>Tigris &amp; Euphrates</em> is part of what is sometimes called <a  href=""/boardgamedesigner/2/reiner-knizia""   >Reiner Knizia</a>'s <a class="""" href=""/wiki/page/Knizia_tile-laying_trilogy#"">tile-laying trilogy</a>.</p>

",4,120,2,60,7253,1398,9220,18,31923,74813,96,83,5192,587,1561,18,1637,5071,2808,7870,888,2025-06,Keep your Mesopotamian civilization in perfect balance through revolutions and wars.,1.49175,29377,2618193,1997
tussie-mussie,Tussie Mussie,Victorians knew every flower has a meaning.  Which flowers will you choose?,https://drive.google.com/drive/folders/1l2mbO8Tp5lW74efp4dvQEd36zsP4n8fJ?usp=drive_link,[],"['Button Shy', 'Family Game', 'Quick', 'Strategy', 'Card Game', 'Hidden']",https://boardgamegeek.com/boardgame/257614/tussie-mussie,https://cf.geekdo-images.com/bOTxzLrmwptfbAre3JnS3w__opengraph/img/qLnaLu7pmxnLMoTXnAzJy8gg-Jo=/0x119:768x603/fit-in/1200x630/filters:fill(blur):strip_icc()/pic5456717.png,,6.94301,1.1393,6.45868,"<p><em>Tussie mussies exemplified the Victorian custom of assigning meaning to the flowers that friends and lovers exchanged. Inspired by the ideals of elegance and discretion, these bouquets were carefully made to convey subtle messages to their recipients. Now you can choose the right flowers to make a winning tussie mussie of your own!</em></p>

<p><em><strong>Tussie-Mussie</strong></em> is based on a Victorian fad that assigned meanings to the flowers that friends and lovers exchanged.</p>

<p>Featuring I-Divide-You-Choose drafting, this microgame of 18 cards is played over three rounds. In turn, players look at the top two cards of the deck, then offer them, one face-up and one facedown, to an opponent.  That opponent takes one, leaving the other for the active player.</p>

<p>A round ends when each player has four cards, at which point the scores are tallied. The highest score after three rounds wins!</p>

<p><em>&mdash;description from the designer</em></p>

<hr />
<p>Co-winner of the <em>GenCan't Design Contest</em>.<br />
Released in the September 2019 <em>Board Game of the Month Club</em> $20+ package.</p>

",4,30,2,20,1032,239,592,9,10242,23103,215,,578,115,120,4,,,122,911,157,2024-02,Victorians knew every flower has a meaning.  Which flowers will you choose?,1.22522,4318,273884,2019
tzaar,TZAAR,Capture all of an opponent's type of pieces or make them unable to capture yours.,,[],[],https://boardgamegeek.com/boardgame/31999/tzaar,https://cf.geekdo-images.com/83RmBw8qTkDJo7qC-YY8og__opengraph/img/s-kaIgdO-iHX-YbJJa6tEICnh98=/0x0:3493x1834/fit-in/1200x630/filters:strip_icc()/pic3607816.jpg,,7.66863,2.4891,6.88732,"<p><em><strong>TZAAR</strong></em> is a game about making choices. Both players have 30 pieces, divided in three types: 6 Tzaars, 9 Tzarras and 15 Totts. The three types of pieces form a trinity: They cannot exist without each other. The aim is either to make the opponent run out of one of the three types of pieces or to put him in a position in which he cannot capture any more. The tricky question the players will have to ask themselves on each of their turns is: &ldquo;Shall I make myself stronger or my opponent weaker?&rdquo; Meaning: Will you capture an opponent&rsquo;s piece and make him weaker, or will you jump on top of one of your own pieces and make yourself stronger? If you choose to jump on top of your own pieces too often, you will probably leave your opponent with too many pieces on the board. On the other hand, if you capture too often, you may end up with pieces that are not strong enough at the end of the game. What to do? Up to you to decide!</p>

<p><em>TZAAR</em> replaced <em><a  href=""/boardgame/108/tamsk""   >TAMSK</a></em> as part of <a class="""" href=""/wiki/page/project_GIPF#"">project GIPF</a>, which was felt to not quite fit in with the others due to its use of sand timers.</p>

",2,60,2,30,1072,227,1002,3,6302,19326,21,30,587,66,342,5,334,1012,229,1760,253,2025-11,Capture all of an opponent's type of pieces or make them unable to capture yours.,1.3105,4088,377739,2007
ulti,Ulti,Ulti is the national card game of Hungary.,,[],[],https://boardgamegeek.com/boardgame/15049/ulti,https://cf.geekdo-images.com/hpSGMBI51eaWNVdnbO5CJw__opengraph/img/FuVvk8uE-kwrprxwAfNNGOH9_lo=/0x0:750x394/fit-in/1200x630/filters:strip_icc()/pic8055269.png,"

Background to the Game

It was developed in the 20th century from the rules of the 18th century card game Marias and the 19th century card game Talonmarias. It is traditionally played with a special deck of cards called the William Tell deck. The deck has 32 cards - like a modern Skat deck - but uses German suits (Bells, Hearts, Leaves, Acorns).

The Game

Ulti is a trick-taking game for three players. In each hand the player who wins the bidding chooses trumps (or no trumps) and plays alone against the other two players in partnership.

Each player is dealt 10 cards. The start player is allowed to look at and swap with the two cards left over (called a Talon). Once they have done this they must make a bid. Each player in turn can choose to look at the Talon and swap cards with it but if they do they must make a bid which is of higher value than the previous one.

Numerous different value bids can be made. These range from winning the hand, taking the last trick with the seven of the trump suit (Ulti), loosing every trick (Betli) or winning every trick (Durchmars). The value of most of these bids can be doubled by playing the Heart suit as the trump card. If a player thinks the winning bid will not be successful he can make a bid saying this when he plays the first trick (called a Kontra). At the end of the hand, if he is correct he will get double points (or money if playing for money.)

Once the bid has been finalized the players play out the tricks. When the tricks have been finished the players see if the bid was successful. If the bid was successful the losing players give the winner the value of the bid (points or money). If the bid was unsuccessful the loser gives the other two players the value of the bid. If a player has called a Kontra he gets double points.

Ulti has no fixed end point and players can play as many hands as they have time for.",7.86026,3.2667,5.56684,"<p><strong>Ulti</strong> is the national card game of Hungary.</p>

<p><em>Background to the Game</em></p>

<p>It was developed in the 20th century from the rules of the 18th century card game Marias and the 19th century card game Talonmarias. It is traditionally played with a special deck of cards called the William Tell deck. The deck has 32 cards - like a modern Skat deck - but uses German suits (Bells, Hearts, Leaves, Acorns).</p>

<p><em>The Game</em></p>

<p><strong>Ulti</strong> is a trick-taking game for three players. In each hand the player who wins the bidding chooses trumps (or no trumps) and plays alone against the other two players in partnership.</p>

<p>Each player is dealt 10 cards. The start player is allowed to look at and swap with the two cards left over (called a Talon). Once they have done this they must make a bid. Each player in turn can choose to look at the Talon and swap cards with it but if they do they must make a bid which is of higher value than the previous one.</p>

<p>Numerous different value bids can be made. These range from winning the hand, taking the last trick with the seven of the trump suit (Ulti), loosing every trick (Betli) or winning every trick (Durchmars). The value of most of these bids can be doubled by playing the Heart suit as the trump card. If a player thinks the winning bid will not be successful he can make a bid saying this when he plays the first trick (called a Kontra). At the end of the hand, if he is correct he will get double points (or money if playing for money.)</p>

<p>Once the bid has been finalized the players play out the tricks. When the tricks have been finished the players see if the bid was successful. If the bid was successful the losing players give the winner the value of the bid (points or money). If the bid was unsuccessful the loser gives the other two players the value of the bid. If a player has called a Kontra he gets double points.</p>

<p><strong>Ulti</strong> has no fixed end point and players can play as many hands as they have time for.</p>

",3,0,3,0,25,13,45,0,87,388,7,0,3,0,1,0,1,52,15,19,4,2025-11,Ulti is the national card game of Hungary.,1.6561,78,29912,0
